title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,HadGEM3-GC31,HadGEM3-GC5,Model units,UKESM1,UKESM1-3
Variable landIce.snc.tavg-u-hxy-is.mon.GRL (ImonGre.snc),1160,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1160,mon landIce CMIP6,snc_tavg-u-hxy-is,surface_snow_area_fraction,"""comment"" was ""Percentage of each grid cell that is occupied by snow that rests on land portion of cell.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",xgre ygre time,mon,Snow Area Percentage,landIce,,,GRL,%,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.sbl.tavg-u-hxy-is.mon.GRL (ImonGre.sbl),1159,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1159,mon landIce CMIP6,sbl_tavg-u-hxy-is,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,,area: areacellg,area: time: mean where ice_sheet,The snow and ice sublimation flux is the loss of snow and ice mass per unit area from the surface resulting from their direct conversion to water vapor that enters the atmosphere.,xgre ygre time,mon,Surface Snow and Ice Sublimation Flux,landIce,,,GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.mrroLi.tavg-u-hxy-is.mon.GRL (ImonGre.mrroLi),1151,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1151,mon landIce CMIP6,mrroLi_tavg-u-hxy-is,land_ice_runoff_flux,"""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,Runoff flux over land ice is the difference between any available liquid water in the snowpack less any refreezing. Computed as the sum of rainfall and melt of snow or ice less any refreezing or water retained in the snowpack,xgre ygre time,mon,Land Ice Runoff Flux,landIce,,,GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.litemptop.tavg-u-hxy-is.mon.GRL (ImonGre.litemptop),1150,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1150,mon landIce CMIP6,litemptop_tavg-u-hxy-is,temperature_at_top_of_ice_sheet_model,"""comment"" was ""Upper boundary temperature that is used to force ice sheet models. It is the temperature at the base of the snowpack models, and does not vary with seasons. Report surface temperature of ice sheet where snow thickness is zero"";",area: areacellg,area: time: mean where ice_sheet,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,xgre ygre time,mon,Temperature at Top of Ice Sheet Model,landIce,,,GRL,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.litempbot.tavg-u-hxy-gis.mon.GRL (ImonGre.litempbotgr),1149,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1149,mon landIce CMIP6,litempbot_tavg-u-hxy-gis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice sheet - bedrock interface. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded ice sheet,xgre ygre time,mon,Basal Temperature of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",GRL,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.litempbot.tavg-u-hxy-fis.mon.GRL (ImonGre.litempbotfl),1148,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1148,mon landIce CMIP6,litempbot_tavg-u-hxy-fis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice shelf-ocean interface. Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating ice shelf,xgre ygre time,mon,Basal Temperature of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",GRL,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.lifmassbf.tavg-u-hxy-is.mon.GRL (ImonGre.lifmassbf),1147,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1147,mon landIce CMIP6,lifmassbf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting,,area: areacellg,area: time: mean where ice_sheet,Total mass balance at the ice front (or vertical margin). It includes both iceberg calving and melt on vertical ice front,xgre ygre time,mon,Land Ice Vertical Front Mass Balance Flux,landIce,,,GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.licalvf.tavg-u-hxy-is.mon.GRL (ImonGre.licalvf),1146,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1146,mon landIce CMIP6,licalvf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving,,area: areacellg,area: time: mean where ice_sheet,Loss of ice mass resulting from iceberg calving. Computed as the rate of mass loss by the ice shelf (in kg s-1) divided by the horizontal area of the ice sheet (m2) in the grid box.,xgre ygre time,mon,Land Ice Calving Flux,landIce,,,GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.libmassbf.tavg-u-hxy-gis.mon.GRL (ImonGre.libmassbfgr),1145,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1145,mon landIce CMIP6,libmassbf_tavg-u-hxy-gis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base. A negative value means loss of ice. Computed as the total basal mass balance on the grounded land ice portion of the grid cell divided by grounded land ice area in the grid cell. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded ice sheet,xgre ygre time,mon,Basal Specific Mass Balance Flux of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.libmassbf.tavg-u-hxy-fis.mon.GRL (ImonGre.libmassbffl),1144,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1144,mon landIce CMIP6,libmassbf_tavg-u-hxy-fis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base. A negative value means loss of ice. Computed as the total basal mass balance on the floating land ice (floating ice shelf) portion of the grid cell divided by floating land ice (floating ice shelf) area in the grid cell. Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating ice shelf,xgre ygre time,mon,Basal Specific Mass Balance Flux of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.icem.tavg-u-hxy-is.mon.GRL (ImonGre.icem),1143,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1143,mon landIce CMIP6,icem_tavg-u-hxy-is,land_ice_surface_melt_flux,,area: areacellg,area: time: mean where ice_sheet,Loss of ice mass resulting from surface melting. Computed as the total surface melt water on the land ice portion of the grid cell divided by land ice area in the grid cell.,xgre ygre time,mon,Surface Ice Melt Flux,landIce,,,GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.acabf.tavg-u-hxy-is.mon.GRL (ImonGre.acabf),1140,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1140,mon landIce CMIP6,acabf_tavg-u-hxy-is,land_ice_surface_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice surface. Computed as the total surface mass balance on the land ice portion of the grid cell divided by land ice area in the grid cell. A negative value means loss of ice"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods, and as forcing for ISM",xgre ygre time,mon,Surface Mass Balance Flux,landIce,,,GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.tsn.tavg-u-hxy-is.mon.ATA (ImonAnt.tsn),1139,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1139,mon landIce CMIP6,tsn_tavg-u-hxy-is,temperature_in_surface_snow,"""comment"" was ""This temperature is averaged over all the snow in the grid cell that rests on land or land ice. When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights. Reported as missing in regions free of snow on land.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,depth: mean area: time: mean where ice_sheet,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,xant yant time,mon,Snow Internal Temperature on Land Ice,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:depth: mean area: time: mean where ice_sheet,",ATA,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.snm.tavg-u-hxy-is.mon.ATA (ImonAnt.snm),1136,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1136,mon landIce CMIP6,snm_tavg-u-hxy-is,surface_snow_melt_flux,"""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,The total surface snow melt rate on the land portion of the grid cell divided by the land area in the grid cell; report as zero for snow-free land regions and missing where there is no land.,xant yant time,mon,Surface Snow Melt,landIce,,,ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.snicem.tavg-u-hxy-is.mon.ATA (ImonAnt.snicem),1135,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1135,mon landIce CMIP6,snicem_tavg-u-hxy-is,surface_snow_and_ice_melt_flux,,area: areacellg,area: time: mean where ice_sheet,Loss of snow and ice mass resulting from surface melting. Computed as the total surface melt on the land ice portion of the grid cell divided by land ice area in the grid cell.,xant yant time,mon,Surface Snow and Ice Melt Flux,landIce,,,ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.snrefr.tavg-u-hxy-is.mon.ATA (ImonAnt.snicefreez),1134,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1134,mon landIce CMIP6,snrefr_tavg-u-hxy-is,surface_snow_and_ice_refreezing_flux,,area: areacellg,area: time: mean where ice_sheet,Mass flux of surface meltwater which refreezes within the snowpack. Computed as the total refreezing on the land ice portion of the grid cell divided by land ice area in the grid cell.,xant yant time,mon,Surface Snow and Ice Refreeze Flux,landIce,,,ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.snc.tavg-u-hxy-is.mon.ATA (ImonAnt.snc),1133,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1133,mon landIce CMIP6,snc_tavg-u-hxy-is,surface_snow_area_fraction,"""comment"" was ""Percentage of each grid cell that is occupied by snow that rests on land portion of cell.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",xant yant time,mon,Snow Area Percentage,landIce,,,ATA,%,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.sbl.tavg-u-hxy-is.mon.ATA (ImonAnt.sbl),1132,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1132,mon landIce CMIP6,sbl_tavg-u-hxy-is,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,,area: areacellg,area: time: mean where ice_sheet,The snow and ice sublimation flux is the loss of snow and ice mass per unit area from the surface resulting from their direct conversion to water vapor that enters the atmosphere.,xant yant time,mon,Surface Snow and Ice Sublimation Flux,landIce,,,ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.mrroLi.tavg-u-hxy-is.mon.ATA (ImonAnt.mrroLi),1124,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1124,mon landIce CMIP6,mrroLi_tavg-u-hxy-is,land_ice_runoff_flux,"""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,Runoff flux over land ice is the difference between any available liquid water in the snowpack less any refreezing. Computed as the sum of rainfall and melt of snow or ice less any refreezing or water retained in the snowpack,xant yant time,mon,Land Ice Runoff Flux,landIce,,,ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.litemptop.tavg-u-hxy-is.mon.ATA (ImonAnt.litemptop),1123,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1123,mon landIce CMIP6,litemptop_tavg-u-hxy-is,temperature_at_top_of_ice_sheet_model,"""comment"" was ""Upper boundary temperature that is used to force ice sheet models. It is the temperature at the base of the snowpack models, and does not vary with seasons. Report surface temperature of ice sheet where snow thickness is zero"";",area: areacellg,area: time: mean where ice_sheet,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,xant yant time,mon,Temperature at Top of Ice Sheet Model,landIce,,,ATA,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.litempbot.tavg-u-hxy-gis.mon.ATA (ImonAnt.litempbotgr),1122,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1122,mon landIce CMIP6,litempbot_tavg-u-hxy-gis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice sheet - bedrock interface. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded ice sheet,xant yant time,mon,Basal Temperature of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",ATA,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.litempbot.tavg-u-hxy-fis.mon.ATA (ImonAnt.litempbotfl),1121,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1121,mon landIce CMIP6,litempbot_tavg-u-hxy-fis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice shelf-ocean interface. Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating ice shelf,xant yant time,mon,Basal Temperature of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",ATA,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.lifmassbf.tavg-u-hxy-is.mon.ATA (ImonAnt.lifmassbf),1120,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1120,mon landIce CMIP6,lifmassbf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting,,area: areacellg,area: time: mean where ice_sheet,Total mass balance at the ice front (or vertical margin). It includes both iceberg calving and melt on vertical ice front,xant yant time,mon,Land Ice Vertical Front Mass Balance Flux,landIce,,,ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.licalvf.tavg-u-hxy-is.mon.ATA (ImonAnt.licalvf),1119,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1119,mon landIce CMIP6,licalvf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving,,area: areacellg,area: time: mean where ice_sheet,Loss of ice mass resulting from iceberg calving. Computed as the rate of mass loss by the ice shelf (in kg s-1) divided by the horizontal area of the ice sheet (m2) in the grid box.,xant yant time,mon,Land Ice Calving Flux,landIce,,,ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.libmassbf.tavg-u-hxy-gis.mon.ATA (ImonAnt.libmassbfgr),1118,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1118,mon landIce CMIP6,libmassbf_tavg-u-hxy-gis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base. A negative value means loss of ice. Computed as the total basal mass balance on the grounded land ice portion of the grid cell divided by grounded land ice area in the grid cell. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded ice sheet,xant yant time,mon,Basal Specific Mass Balance Flux of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.libmassbf.tavg-u-hxy-fis.mon.ATA (ImonAnt.libmassbffl),1117,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1117,mon landIce CMIP6,libmassbf_tavg-u-hxy-fis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base. A negative value means loss of ice. Computed as the total basal mass balance on the floating land ice (floating ice shelf) portion of the grid cell divided by floating land ice (floating ice shelf) area in the grid cell. Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating ice shelf,xant yant time,mon,Basal Specific Mass Balance Flux of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.icem.tavg-u-hxy-is.mon.ATA (ImonAnt.icem),1116,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1116,mon landIce CMIP6,icem_tavg-u-hxy-is,land_ice_surface_melt_flux,,area: areacellg,area: time: mean where ice_sheet,Loss of ice mass resulting from surface melting. Computed as the total surface melt water on the land ice portion of the grid cell divided by land ice area in the grid cell.,xant yant time,mon,Surface Ice Melt Flux,landIce,,,ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.acabf.tavg-u-hxy-is.mon.ATA (ImonAnt.acabf),1113,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1113,mon landIce CMIP6,acabf_tavg-u-hxy-is,land_ice_surface_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice surface. Computed as the total surface mass balance on the land ice portion of the grid cell divided by land ice area in the grid cell. A negative value means loss of ice"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods, and as forcing for ISM",xant yant time,mon,Surface Mass Balance Flux,landIce,,,ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.topg.ti-u-hxy-gis.fx.GRL (IfxGre.topg),1112,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1112,fx landIce CMIP6,topg_ti-u-hxy-gis,bedrock_altitude,,area: areacellg,area: mean where grounded_ice_sheet,The bedrock topography beneath the land ice,xgre ygre,fx,Bedrock Altitude,landIce,,,GRL,m,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.lithk.ti-u-hxy-is.fx.GRL (IfxGre.lithk),1111,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1111,fx landIce CMIP6,lithk_ti-u-hxy-is,land_ice_thickness,,area: areacellg,area: mean where ice_sheet,The thickness of the ice sheet,xgre ygre,fx,Ice Sheet Thickness,landIce,,,GRL,m,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.hfgeoubed.ti-u-hxy-gis.fx.GRL (IfxGre.hfgeoubed),1110,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1110,fx landIce CMIP6,hfgeoubed_ti-u-hxy-gis,upward_geothermal_heat_flux_at_ground_level_in_land_ice,"""comment"" was ""Upward geothermal heat flux per unit area beneath land ice"";",area: areacellg,area: mean where grounded_ice_sheet,Geothermal Heat Flux Beneath Land Ice,xgre ygre,fx,Geothermal Heat Flux Beneath Land Ice,landIce,,,GRL,W m-2,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.topg.ti-u-hxy-gis.fx.ATA (IfxAnt.topg),1108,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1108,fx landIce CMIP6,topg_ti-u-hxy-gis,bedrock_altitude,,area: areacellg,area: mean where grounded_ice_sheet,The bedrock topography beneath the land ice,xant yant,fx,Bedrock Altitude,landIce,,,ATA,m,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.lithk.ti-u-hxy-is.fx.ATA (IfxAnt.lithk),1107,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1107,fx landIce CMIP6,lithk_ti-u-hxy-is,land_ice_thickness,,area: areacellg,area: mean where ice_sheet,The thickness of the ice sheet,xant yant,fx,Ice Sheet Thickness,landIce,,,ATA,m,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.hfgeoubed.ti-u-hxy-gis.fx.ATA (IfxAnt.hfgeoubed),1106,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1106,fx landIce CMIP6,hfgeoubed_ti-u-hxy-gis,upward_geothermal_heat_flux_at_ground_level_in_land_ice,"""comment"" was ""Upward geothermal heat flux per unit area beneath land ice"";",area: areacellg,area: mean where grounded_ice_sheet,Geothermal Heat Flux Beneath Land Ice,xant yant,fx,Geothermal Heat Flux Beneath Land Ice,landIce,,,ATA,W m-2,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.sftgrf.ti-u-hxy-u.fx.GLB (Efx.sftgrf),831,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/831,fx landIce CMIP6,sftgrf_ti-u-hxy-u,grounded_ice_sheet_area_fraction,"""comment"" was ""Percentage of grid cell covered by grounded ice sheet"";",area: areacella,area: mean,"This is needed to distinguish between grounded glaciated ice (grounded = ice sheet and glacier) and ice shelves (floating over sea water), since land_ice is by definition ice sheet, glacier and ice shelves",longitude latitude,fx,Grounded Ice Sheet Area Percentage,landIce,,,GLB,%,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.sftflf.ti-u-hxy-u.fx.GLB (Efx.sftflf),830,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/830,fx landIce CMIP6,sftflf_ti-u-hxy-u,floating_ice_shelf_area_fraction,"""comment"" was ""Percentage of grid cell covered by floating ice shelf, the component of the ice sheet that is flowing over sea water"";",area: areacella,area: mean,"This is needed to distinguish between grounded glaciated ice (grounded = ice sheet and glacier) and ice shelves (floating over sea water), since land_ice is by definition ice sheet, glacier and ice shelves",longitude latitude,fx,Floating Ice Shelf Area Percentage,landIce,,,GLB,%,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.tsn.tavg-u-hxy-lnd.day.GLB (Eday.tsn),799,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/799,day landIce CMIP6,tsn_tavg-u-hxy-lnd,temperature_in_surface_snow,"""cell_methods"" was ""area: mean where land time: mean (with samples weighted by snow mass)""; ; ""comment"" was ""This temperature is averaged over all the snow in the grid cell that rests on land or land ice. When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights. Reported as missing in regions free of snow on land.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,depth: mean area: mean where land time: mean (weighted by snow mass on land),"This temperature is averaged over all the snow in the grid cell that rests on land or land ice. When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights. Reported as ""missing in regions free of snow on land.",longitude latitude time,day,Snow Internal Temperature,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land time: mean (with samples weighted by snow mass) CMIP7:depth: mean area: mean where land time: mean (weighted by snow mass on land),",GLB,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.tpf.tavg-u-hxy-lnd.day.GLB (Eday.tpf),796,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/796,day landIce CMIP6,tpf_tavg-u-hxy-lnd,permafrost_layer_thickness,"""comment"" was ""The mean thickness of the permafrost layer in the land portion of the grid cell. Reported as zero in permafrost-free regions.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean,permafrost_layer_thickness,longitude latitude time,day,Permafrost Layer Thickness,landIce,,,GLB,m,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.snm.tavg-u-hxy-lnd.day.GLB (Eday.snm),781,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/781,day landIce CMIP6 UKESM1 HadGEM3-GC31 approved,snm_tavg-u-hxy-lnd,surface_snow_melt_flux,"""comment"" was ""The total surface snow melt rate on the land portion of the grid cell divided by the land area in the grid cell; report as zero for snow-free land regions and missing where there is no land.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean,surface_snow_and_ice_melt_flux,longitude latitude time,day,Surface Snow Melt,landIce,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,"land_class_mean(m01s08i237[lbproc=128], m01s03i317[lbproc=128], land_class='all')","land_class_mean(m01s08i237[lbproc=128], m01s03i317[lbproc=128], land_class='all')","land_class_mean(m01s08i237[lbproc=128], m01s03i317[lbproc=128], land_class='all')","land_class_mean(m01s08i237[lbproc=128], m01s03i317[lbproc=128], land_class='all')",,,kg m-2 s-1,,
