title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM-GC3.1,Expression HadGEM-GC5,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM 1-3,Expression UKESM1,Expression UKESM1-3,Expression UKESM2,Model units
Variable aerosol.sfpm10.tavg-al-hxy-u.mon.GLB (AERmon.mmrpm10),354,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/354,mon aerosol CMIP6 approved,sfpm10_tavg-al-hxy-u,mass_fraction_of_pm10_ambient_aerosol_particles_in_air,,area: areacella,area: time: mean,Mass fraction atmospheric particulate compounds with an aerodynamic diameter of less than or equal to 10 micrometers,longitude latitude alevel time,mon,PM10 Mass Mixing Ratio,aerosol,,,GLB,kg kg-1,CMIP6 CMOR variable,,,(m01s38i560[lbproc=128] / m01s15i271[lbproc=128])*KG_PER_MICROGRAM + m01s00i431[lbproc=128] + m01s00i432[lbproc=128] + m01s00i433[lbproc=128] + m01s00i434[lbproc=128] + m01s00i435[lbproc=128]*PM10_DUST_BIN5_FRACTION,(m01s38i560[lbproc=128] / m01s15i271[lbproc=128])*KG_PER_MICROGRAM + m01s00i431[lbproc=128] + m01s00i432[lbproc=128] + m01s00i433[lbproc=128] + m01s00i434[lbproc=128] + m01s00i435[lbproc=128]*PM10_DUST_BIN5_FRACTION,,(m01s38i560[lbproc=128] / m01s15i271[lbproc=128])*KG_PER_MICROGRAM + m01s00i431[lbproc=128] + m01s00i432[lbproc=128] + m01s00i433[lbproc=128] + m01s00i434[lbproc=128] + m01s00i435[lbproc=128]*PM10_DUST_BIN5_FRACTION,(m01s38i560[lbproc=128] / m01s15i271[lbproc=128])*KG_PER_MICROGRAM + m01s00i431[lbproc=128] + m01s00i432[lbproc=128] + m01s00i433[lbproc=128] + m01s00i434[lbproc=128] + m01s00i435[lbproc=128]*PM10_DUST_BIN5_FRACTION,,kg kg-1
Variable aerosol.mmrpm1.tavg-al-hxy-u.mon.GLB (AERmon.mmrpm1),353,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/353,mon aerosol CMIP6 do-not-produce,mmrpm1_tavg-al-hxy-u,mass_fraction_of_pm1_dry_aerosol_particles_in_air,,area: areacella,area: time: mean,Mass fraction atmospheric particulate compounds with an aerodynamic diameter of less than or equal to 1 micrometers,longitude latitude alevel time,mon,PM1.0 Mass Mixing Ratio,aerosol,,,GLB,kg kg-1,CMIP6 CMOR variable,,,,,,,,,
Variable aerosol.mmroa.tavg-al-hxy-u.mon.GLB (AERmon.mmroa),352,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/352,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,mmroa_tavg-al-hxy-u,mass_fraction_of_particulate_organic_matter_dry_aerosol_particles_in_air,"""comment"" was ""We recommend a scale factor of POM=1.4*OC, unless your model has more detailed info available."";",area: areacella,area: time: mean,"We recommend a scale factor of POM=1.4\*OC, unless your model has more detailed info available.",longitude latitude alevel time,mon,Total Organic Aerosol Mass Mixing Ratio,aerosol,,,GLB,kg kg-1,CMIP6 CMOR variable,,,m01s34i106[lbproc=128] + m01s34i110[lbproc=128] + m01s34i116[lbproc=128] + m01s34i121[lbproc=128] + m01s34i126[lbproc=128],m01s34i106[lbproc=128] + m01s34i110[lbproc=128] + m01s34i116[lbproc=128] + m01s34i121[lbproc=128] + m01s34i126[lbproc=128],,m01s34i106[lbproc=128] + m01s34i110[lbproc=128] + m01s34i116[lbproc=128] + m01s34i121[lbproc=128] + m01s34i126[lbproc=128],m01s34i106[lbproc=128] + m01s34i110[lbproc=128] + m01s34i116[lbproc=128] + m01s34i121[lbproc=128] + m01s34i126[lbproc=128],,kg kg-1
Variable aerosol.mmrno3.tavg-al-hxy-u.mon.GLB (AERmon.mmrno3),351,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/351,mon aerosol CMIP6 do-not-produce,mmrno3_tavg-al-hxy-u,mass_fraction_of_nitrate_dry_aerosol_particles_in_air,,area: areacella,area: time: mean,Dry mass fraction of nitrate aerosol particles in air.,longitude latitude alevel time,mon,NO3 Aerosol Mass Mixing Ratio,aerosol,,,GLB,kg kg-1,CMIP6 CMOR variable,,,,,,,,,
Variable aerosol.mmrnh4.tavg-al-hxy-u.mon.GLB (AERmon.mmrnh4),350,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/350,mon aerosol CMIP6 do-not-produce,mmrnh4_tavg-al-hxy-u,mass_fraction_of_ammonium_dry_aerosol_particles_in_air,,area: areacella,area: time: mean,Dry mass fraction of ammonium aerosol particles in air.,longitude latitude alevel time,mon,NH4 Mass Mixing Ratio,aerosol,,,GLB,kg kg-1,CMIP6 CMOR variable,,,,,,,,,
Variable aerosol.mmrdust.tavg-al-hxy-u.mon.GLB (AERmon.mmrdust),349,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/349,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,mmrdust_tavg-al-hxy-u,mass_fraction_of_dust_dry_aerosol_particles_in_air,,area: areacella,area: time: mean,Dry mass fraction of dust aerosol particles in air.,longitude latitude alevel time,mon,Dust Aerosol Mass Mixing Ratio,aerosol,,,GLB,kg kg-1,CMIP6 CMOR variable,,,m01s00i431[lbproc=128] + m01s00i432[lbproc=128] + m01s00i433[lbproc=128] + m01s00i434[lbproc=128] + m01s00i435[lbproc=128] + m01s00i436[lbproc=128],m01s00i431[lbproc=128] + m01s00i432[lbproc=128] + m01s00i433[lbproc=128] + m01s00i434[lbproc=128] + m01s00i435[lbproc=128] + m01s00i436[lbproc=128],,m01s00i431[lbproc=128] + m01s00i432[lbproc=128] + m01s00i433[lbproc=128] + m01s00i434[lbproc=128] + m01s00i435[lbproc=128] + m01s00i436[lbproc=128],m01s00i431[lbproc=128] + m01s00i432[lbproc=128] + m01s00i433[lbproc=128] + m01s00i434[lbproc=128] + m01s00i435[lbproc=128] + m01s00i436[lbproc=128],,kg kg-1
Variable aerosol.mmrbc.tavg-al-hxy-u.mon.GLB (AERmon.mmrbc),348,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/348,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,mmrbc_tavg-al-hxy-u,mass_fraction_of_elemental_carbon_dry_aerosol_particles_in_air,,area: areacella,area: time: mean,Dry mass fraction of black carbon aerosol particles in air.,longitude latitude alevel time,mon,Elemental Carbon Mass Mixing Ratio,aerosol,,,GLB,kg kg-1,CMIP6 CMOR variable,,,m01s34i105[lbproc=128] + m01s34i109[lbproc=128] + m01s34i115[lbproc=128] + m01s34i120[lbproc=128],m01s34i105[lbproc=128] + m01s34i109[lbproc=128] + m01s34i115[lbproc=128] + m01s34i120[lbproc=128],,m01s34i105[lbproc=128] + m01s34i109[lbproc=128] + m01s34i115[lbproc=128] + m01s34i120[lbproc=128],m01s34i105[lbproc=128] + m01s34i109[lbproc=128] + m01s34i115[lbproc=128] + m01s34i120[lbproc=128],,kg kg-1
Variable aerosol.mmraerh2o.tavg-al-hxy-u.mon.GLB (AERmon.mmraerh2o),347,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/347,mon aerosol CMIP6 UKESM1 approved,mmraerh2o_tavg-al-hxy-u,mass_fraction_of_water_in_ambient_aerosol_particles_in_air,"""comment"" was ""Mass fraction is used in the construction mass_fraction_of_X_in_Y, where X is a material constituent of Y. It means the ratio of the mass of X to the mass of Y (including X). 'Aerosol' means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. 'Ambient_aerosol' means that the aerosol is measured or modelled at the ambient state of pressure, temperature and relative humidity that exists in its immediate environment. 'Ambient aerosol particles' are aerosol particles that have taken up ambient water through hygroscopic growth. The extent of hygroscopic growth depends on the relative humidity and the composition of the particles."";",area: areacella,area: time: mean,"Mass fraction is used in the construction mass_fraction_of_X_in_Y, where X is a material constituent of Y. It means the ratio of the mass of X to the mass of Y (including X). ""Aerosol"" means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. ""Ambient_aerosol"" means that the aerosol is measured or modelled at the ambient state of pressure, temperature and relative humidity that exists in its immediate environment. ""Ambient aerosol particles"" are aerosol particles that have taken up ambient water through hygroscopic growth. The extent of hygroscopic growth depends on the relative humidity and the composition of the particles.",longitude latitude alevel time,mon,Aerosol Water Mass Mixing Ratio,aerosol,,,GLB,kg kg-1,CMIP6 CMOR variable,,,,,,m01s38i545[lbproc=128],m01s38i545[lbproc=128],,kg kg-1
Variable aerosol.lwp.tavg-u-hxy-u.mon.GLB (AERmon.lwp),345,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/345,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,lwp_tavg-u-hxy-u,atmosphere_mass_content_of_cloud_liquid_water,,area: areacella,area: time: mean,The total mass of liquid water in cloud per unit area.,longitude latitude time,mon,Liquid Water Path,aerosol,,,GLB,kg m-2,CMIP6 CMOR variable,,,m01s02i391[lbproc=128],m01s02i391[lbproc=128],,m01s02i391[lbproc=128],m01s02i391[lbproc=128],,kg m-2
Variable aerosol.lossn2o.tavg-al-hxy-u.mon.GLB (AERmon.lossn2o),344,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/344,mon aerosol CMIP6 do-not-produce,lossn2o_tavg-al-hxy-u,tendency_of_atmosphere_mole_concentration_of_nitrous_oxide_due_to_chemical_destruction,,area: areacella,area: time: mean,monthly averaged atmospheric loss,longitude latitude alevel time,mon,Monthly Loss of Atmospheric Nitrous Oxide,aerosol,,,GLB,mol m-3 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable aerosol.lossco.tavg-al-hxy-u.mon.GLB (AERmon.lossco),343,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/343,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,lossco_tavg-al-hxy-u,tendency_of_atmosphere_mole_concentration_of_carbon_monoxide_due_to_chemical_destruction,,area: areacella,area: time: mean,monthly averaged atmospheric loss,longitude latitude alevel time,mon,Monthly Loss of Atmospheric Carbon Monoxide,aerosol,,,GLB,mol m-3 s-1,CMIP6 CMOR variable,,,m01s50i071[lbproc=128] / m01s50i255[lbproc=128],m01s50i071[lbproc=128] / m01s50i255[lbproc=128],,m01s50i071[lbproc=128] / m01s50i255[lbproc=128],m01s50i071[lbproc=128] / m01s50i255[lbproc=128],,mol m-3 s-1
Variable aerosol.lossch4.tavg-al-hxy-u.mon.GLB (AERmon.lossch4),342,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/342,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,lossch4_tavg-al-hxy-u,tendency_of_atmosphere_mole_concentration_of_methane_due_to_chemical_destruction,,area: areacella,area: time: mean,monthly averaged atmospheric loss,longitude latitude alevel time,mon,Monthly Loss of Atmospheric Methane,aerosol,,,GLB,mol m-3 s-1,CMIP6 CMOR variable,,,m01s50i247[lbproc=128] / m01s50i255[lbproc=128],m01s50i247[lbproc=128] / m01s50i255[lbproc=128],,m01s50i247[lbproc=128] / m01s50i255[lbproc=128],m01s50i247[lbproc=128] / m01s50i255[lbproc=128],,mol m-3 s-1
Variable aerosol.jno2.tavg-al-hxy-u.mon.GLB (AERmon.jno2),341,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/341,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,jno2_tavg-al-hxy-u,photolysis_rate_of_nitrogen_dioxide,,area: areacella,area: time: mean,Photolysis rate of nitrogen dioxide (NO2),longitude latitude alevel time,mon,Photolysis Rate of NO2,aerosol,,,GLB,s-1,CMIP6 CMOR variable,,,m01s50i229[lbproc=128],m01s50i229[lbproc=128],,m01s50i229[lbproc=128],m01s50i229[lbproc=128],,s-1
Variable aerosol.isop.tavg-al-hxy-u.mon.GLB (AERmon.isop),340,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/340,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,isop_tavg-al-hxy-u,mole_fraction_of_isoprene_in_air,,area: areacella,area: time: mean,Mole fraction of isoprene in air.,longitude latitude alevel time,mon,Isoprene Volume Mixing Ratio,aerosol,,,GLB,mol mol-1,CMIP6 CMOR variable,,,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_ISOPRENE) * m01s34i027[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_ISOPRENE) * m01s34i027[lbproc=128],,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_ISOPRENE) * m01s34i027[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_ISOPRENE) * m01s34i027[lbproc=128],,mol mol-1
Variable aerosol.hno3.tavg-al-hxy-u.mon.GLB (AERmon.hno3),339,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/339,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,hno3_tavg-al-hxy-u,mole_fraction_of_nitric_acid_in_air,,area: areacella,area: time: mean,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.",longitude latitude alevel time,mon,HNO3 Volume Mixing Ratio,aerosol,,,GLB,mol mol-1,CMIP6 CMOR variable,,,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HNO3) * m01s34i007[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HNO3) * m01s34i007[lbproc=128],,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HNO3) * m01s34i007[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HNO3) * m01s34i007[lbproc=128],,mol mol-1
Variable aerosol.hfc134a.tavg-al-hxy-u.mon.GLB (AERmon.hfc134a),338,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/338,mon aerosol do-not-produce,hfc134a_tavg-al-hxy-u,mole_fraction_of_hfc134a_in_air,Not present,area: areacella,area: time: mean,This is the mole fraction of HFC134a in air,longitude latitude alevel time,mon,Mole Fraction of HFC134a,aerosol,,,GLB,mol mol-1,New,,,,,,,,,
Variable aerosol.hfc125.tavg-al-hxy-u.mon.GLB (AERmon.hfc125),337,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/337,mon aerosol do-not-produce,hfc125_tavg-al-hxy-u,mole_fraction_of_hfc125_in_air,Not present,area: areacella,area: time: mean,This is the mole fraction of HFC125 in air,longitude latitude alevel time,mon,Mole Fraction of HFC125,aerosol,,,GLB,mol mol-1,New,,,,,,,,,
Variable aerosol.hcl.tavg-al-hxy-u.mon.GLB (AERmon.hcl),336,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/336,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,hcl_tavg-al-hxy-u,mole_fraction_of_hydrogen_chloride_in_air,,area: areacella,area: time: mean,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y. The chemical formula of hydrogen chloride is HCl.",longitude latitude alevel time,mon,HCl Volume Mixing Ratio,aerosol,,,GLB,mol mol-1,CMIP6 CMOR variable,,,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HCL) * m01s34i992[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HCL) * m01s34i992[lbproc=128],,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HCL) * m01s34i992[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HCL) * m01s34i992[lbproc=128],,mol mol-1
Variable aerosol.hcho.tavg-al-hxy-u.mon.GLB (AERmon.hcho),335,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/335,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,hcho_tavg-al-hxy-u,mole_fraction_of_formaldehyde_in_air,,area: areacella,area: time: mean,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.",longitude latitude alevel time,mon,Formaldehyde Volume Mixing Ratio,aerosol,,,GLB,mol mol-1,CMIP6 CMOR variable,,,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HCHO) * m01s34i011[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HCHO) * m01s34i011[lbproc=128],,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HCHO) * m01s34i011[lbproc=128],(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HCHO) * m01s34i011[lbproc=128],,mol mol-1
Variable aerosol.hcfc22.tavg-al-hxy-u.mon.GLB (AERmon.hcfc22),334,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/334,mon aerosol do-not-produce,hcfc22_tavg-al-hxy-u,mole_fraction_of_hcfc22_in_air,Not present,area: areacella,area: time: mean,This is the mole fraction of HCFC22 in air,longitude latitude alevel time,mon,Mole Fraction of HCFC22,aerosol,,,GLB,mol mol-1,New,,,,,,,,,
Variable aerosol.h2o.tavg-al-hxy-u.mon.GLB (AERmon.h2o),332,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/332,question mon aerosol CMIP6,h2o_tavg-al-hxy-u,mass_fraction_of_water_in_air,,area: areacella,area: time: mean,includes all phases of water,longitude latitude alevel time,mon,Mass Fraction of Water,aerosol,,,GLB,1,CMIP6 CMOR variable,,,m01s16i207[lbproc=128]+m01s00i272[lbproc=128],m01s16i207[lbproc=128]+m01s00i272[lbproc=128],,m01s16i207[lbproc=128]+m01s00i272[lbproc=128],m01s16i207[lbproc=128]+m01s00i272[lbproc=128],,kg kg-1
Variable aerosol.emivoc.tavg-u-hxy-u.mon.GLB (AERmon.emivoc),329,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/329,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,emivoc_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_nmvoc_due_to_emission,,area: areacella,area: time: mean,"Integrate 3D emission field vertically to 2d field. _If_ fixed molecular weight of NMVOC is not available in model, please provide in units of kilomole m-2 s-1 (i.e. kg m-2 s-1 as if model NMVOC had molecular weight of 1) and add a comment to your file.",longitude latitude time,mon,Total Emission Rate of NMVOC,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,((m01s50i159[lbproc=128] / MOLECULAR_MASS_OF_HCHO) + (m01s50i160[lbproc=128] * (2.0 / MOLECULAR_MASS_OF_C2H6)) + (m01s50i161[lbproc=128] * (3.0 / MOLECULAR_MASS_OF_C3H8)) + (m01s50i162[lbproc=128] * (3.0 / MOLECULAR_MASS_OF_ME2CO)) + (m01s50i163[lbproc=128] * (2.0 / MOLECULAR_MASS_OF_MECHO)) + (m01s50i212[lbproc=128] / MOLECULAR_MASS_OF_MEOH) + (m01s50i300[lbproc=128] * (5.0 / MOLECULAR_MASS_OF_ISOPRENE)) + (m01s50i301[lbproc=128] * (10.0 / MOLECULAR_MASS_OF_MONOTERPENE))) * ATOMIC_MASS_OF_C,((m01s50i159[lbproc=128] / MOLECULAR_MASS_OF_HCHO) + (m01s50i160[lbproc=128] * (2.0 / MOLECULAR_MASS_OF_C2H6)) + (m01s50i161[lbproc=128] * (3.0 / MOLECULAR_MASS_OF_C3H8)) + (m01s50i162[lbproc=128] * (3.0 / MOLECULAR_MASS_OF_ME2CO)) + (m01s50i163[lbproc=128] * (2.0 / MOLECULAR_MASS_OF_MECHO)) + (m01s50i212[lbproc=128] / MOLECULAR_MASS_OF_MEOH) + (m01s50i300[lbproc=128] * (5.0 / MOLECULAR_MASS_OF_ISOPRENE)) + (m01s50i301[lbproc=128] * (10.0 / MOLECULAR_MASS_OF_MONOTERPENE))) * ATOMIC_MASS_OF_C,,((m01s50i159[lbproc=128] / MOLECULAR_MASS_OF_HCHO) + (m01s50i160[lbproc=128] * (2.0 / MOLECULAR_MASS_OF_C2H6)) + (m01s50i161[lbproc=128] * (3.0 / MOLECULAR_MASS_OF_C3H8)) + (m01s50i162[lbproc=128] * (3.0 / MOLECULAR_MASS_OF_ME2CO)) + (m01s50i163[lbproc=128] * (2.0 / MOLECULAR_MASS_OF_MECHO)) + (m01s50i212[lbproc=128] / MOLECULAR_MASS_OF_MEOH) + (m01s50i300[lbproc=128] * (5.0 / MOLECULAR_MASS_OF_ISOPRENE)) + (m01s50i301[lbproc=128] * (10.0 / MOLECULAR_MASS_OF_MONOTERPENE))) * ATOMIC_MASS_OF_C,((m01s50i159[lbproc=128] / MOLECULAR_MASS_OF_HCHO) + (m01s50i160[lbproc=128] * (2.0 / MOLECULAR_MASS_OF_C2H6)) + (m01s50i161[lbproc=128] * (3.0 / MOLECULAR_MASS_OF_C3H8)) + (m01s50i162[lbproc=128] * (3.0 / MOLECULAR_MASS_OF_ME2CO)) + (m01s50i163[lbproc=128] * (2.0 / MOLECULAR_MASS_OF_MECHO)) + (m01s50i212[lbproc=128] / MOLECULAR_MASS_OF_MEOH) + (m01s50i300[lbproc=128] * (5.0 / MOLECULAR_MASS_OF_ISOPRENE)) + (m01s50i301[lbproc=128] * (10.0 / MOLECULAR_MASS_OF_MONOTERPENE))) * ATOMIC_MASS_OF_C,,kg m-2 s-1
Variable aerosol.emiss.tavg-u-hxy-u.mon.GLB (AERmon.emiss),328,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/328,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,emiss_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_emission,,area: areacella,area: time: mean,Integrate 3D emission field vertically to 2d field.,longitude latitude time,mon,Total Emission Rate of Sea-Salt Aerosol,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,"achem_emdrywet(MOLECULAR_MASS_OF_NACL, m01s38i204[lbproc=128] + m01s38i205[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet(MOLECULAR_MASS_OF_NACL, m01s38i204[lbproc=128] + m01s38i205[lbproc=128], sumlev='True', areadiv='True')",,"achem_emdrywet(MOLECULAR_MASS_OF_NACL, m01s38i204[lbproc=128] + m01s38i205[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet(MOLECULAR_MASS_OF_NACL, m01s38i204[lbproc=128] + m01s38i205[lbproc=128], sumlev='True', areadiv='True')",,g m-2 s-1
Variable aerosol.emiso4.tavg-u-hxy-u.mon.GLB (AERmon.emiso4),327,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/327,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,emiso4_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_particles_due_to_emission,,area: areacella,area: time: mean,Direct primary emission does not include secondary sulfate production. Integrate 3D emission field vertically to 2d field.,longitude latitude time,mon,Total Direct Emission Rate of SO4,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,"achem_emdrywet(MOLECULAR_MASS_OF_SO4, m01s38i201[lbproc=128] + m01s38i202[lbproc=128] + m01s38i203[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet(MOLECULAR_MASS_OF_SO4, m01s38i201[lbproc=128] + m01s38i202[lbproc=128] + m01s38i203[lbproc=128], sumlev='True', areadiv='True')",,"achem_emdrywet(MOLECULAR_MASS_OF_SO4, m01s38i201[lbproc=128] + m01s38i202[lbproc=128] + m01s38i203[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet(MOLECULAR_MASS_OF_SO4, m01s38i201[lbproc=128] + m01s38i202[lbproc=128] + m01s38i203[lbproc=128], sumlev='True', areadiv='True')",,g m-2 s-1
Variable aerosol.emiso2.tavg-u-hxy-u.mon.GLB (AERmon.emiso2),326,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/326,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,emiso2_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_sulfur_dioxide_due_to_emission,,area: areacella,area: time: mean,Integrate 3D emission field vertically to 2d field.,longitude latitude time,mon,Total Emission Rate of SO2,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,"achem_emdrywet(1.0, m01s50i217[lbproc=128], cube2d=(m01s50i215[lbproc=128] + m01s50i216[lbproc=128]), sumlev='True')","achem_emdrywet(1.0, m01s50i217[lbproc=128], cube2d=(m01s50i215[lbproc=128] + m01s50i216[lbproc=128]), sumlev='True')",,"achem_emdrywet(1.0, m01s50i217[lbproc=128], cube2d=(m01s50i215[lbproc=128] + m01s50i216[lbproc=128]), sumlev='True')","achem_emdrywet(1.0, m01s50i217[lbproc=128], cube2d=(m01s50i215[lbproc=128] + m01s50i216[lbproc=128]), sumlev='True')",,kg m-2 s-1
Variable aerosol.emioa.tavg-u-hxy-u.mon.GLB (AERmon.emioa),325,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/325,mon aerosol CMIP6 UKESM1 approved,emioa_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_net_chemical_production_and_emission,"""comment"" was ""This is the sum of total emission of primary organic aerosol (POA) and total production of secondary organic aerosol (SOA) (emipoa+chepsoa). Here, mass refers to the mass of organic matter, not mass of organic carbon alone. We recommend a scale factor of POM=1.4*OC, unless your model has more detailed info available. Integrate 3D chemical production and emission field vertically to 2d field."";",area: areacella,area: time: mean,"This is the sum of total emission of POA and total production of SOA (emipoa+chepsoa). ""Mass"" refers to the mass of organic matter, not mass of organic carbon alone. We recommend a scale factor of POM=1.4\*OC, unless your model has more detailed info available. Integrate 3D chemical production and emission field vertically to 2d field.",longitude latitude time,mon,Primary Emission and Chemical Production of Dry Aerosol Organic Matter,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,,,,"achem_emdrywet( ATOMIC_MASS_OF_C * CONV_C_ORGM, m01s38i208[lbproc=128] + m01s38i209[lbproc=128] + m01s38i301[lbproc=128] + m01s38i302[lbproc=128] + m01s38i303[lbproc=128] + m01s38i304[lbproc=128] + m01s38i305[lbproc=128], sumlev='True', areadiv='True')","achem_emdrywet( ATOMIC_MASS_OF_C * CONV_C_ORGM, m01s38i208[lbproc=128] + m01s38i209[lbproc=128] + m01s38i301[lbproc=128] + m01s38i302[lbproc=128] + m01s38i303[lbproc=128] + m01s38i304[lbproc=128] + m01s38i305[lbproc=128], sumlev='True', areadiv='True')",,g m-2 s-1
Variable aerosol.eminox.tavg-u-hxy-u.mon.GLB (AERmon.eminox),324,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/324,mon aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,eminox_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_nox_expressed_as_nitrogen_due_to_emission,"""comment"" was ""NOx=NO+NO2. Integrate 3D emission field vertically to 2d field."";",area: areacella,area: time: mean,Store flux as Nitrogen. NOx=NO+NO2. Integrate 3D emission field vertically to 2d field.,longitude latitude time,mon,Total Emission Rate of NOx,aerosol,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,,,"achem_emdrywet(1.0, m01s50i172[lbproc=128], cube2d=m01s50i156[lbproc=128], sumlev='True')","achem_emdrywet(1.0, m01s50i172[lbproc=128], cube2d=m01s50i156[lbproc=128], sumlev='True')",,"achem_emdrywet(1.0, m01s50i172[lbproc=128], cube2d=m01s50i156[lbproc=128], sumlev='True')","achem_emdrywet(1.0, m01s50i172[lbproc=128], cube2d=m01s50i156[lbproc=128], sumlev='True')",,kg m-2 s-1
