title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable seaIce.sidmassgrowthwat.tavg-u-hxy-sea.mon.GLB (SImon.sidmassgrowthwat),1714,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1714,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sidmassgrowthwat_tavg-u-hxy-sea,tendency_of_sea_ice_amount_due_to_frazil_ice_accumulation_in_leads,"""comment"" was ""The rate of change of sea ice mass due to sea ice formation in supercooled water (often through frazil formation) divided by grid-cell area. Together, sidmassgrowthwat and sidmassgrowthbot should give total ice growth"";",area: areacello,area: mean where sea time: mean,Rate of change of sea-ice mass due to sea ice formation in supercooled water (often through frazil formation) divided by grid-cell area. Always positive or zero.,longitude latitude time,mon,Sea-Ice Mass Change Through Growth in Supercooled Open Water (Frazil),seaIce,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,frazil * ICE_DENSITY / (100. * SECONDS_IN_DAY),,frazil * ICE_DENSITY / (100. * SECONDS_IN_DAY),,kg m-2 s-1
Variable seaIce.sidmassgrowthsi.tavg-u-hxy-sea.mon.GLB (SImon.sidmassgrowthsi),1713,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1713,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sidmassgrowthsi_tavg-u-hxy-sea,tendency_of_sea_ice_amount_due_to_conversion_of_snow_to_sea_ice,"""comment"" was ""The rate of change of sea ice mass due to transformation of snow to sea ice divided by grid-cell area"";",area: areacello,area: mean where sea time: mean,Rate of change of sea-ice mass due to transformation of snow to sea ice divided by grid-cell area. Always positive or zero.,longitude latitude time,mon,Sea-Ice Mass Change Through Snow-to-Ice Conversion,seaIce,,"CHANGE SINCE CMIP6: compound name,",GLB,kg m-2 s-1,CMIP6 CMOR variable,snoice * ICE_DENSITY / (100. * SECONDS_IN_DAY),,snoice * ICE_DENSITY / (100. * SECONDS_IN_DAY),,kg m-2 s-1
Variable seaIce.sidmassgrowthbot.tavg-u-hxy-sea.mon.GLB (SImon.sidmassgrowthbot),1712,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1712,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sidmassgrowthbot_tavg-u-hxy-sea,tendency_of_sea_ice_amount_due_to_congelation_ice_accumulation,"""comment"" was ""The rate of change of sea ice mass due to vertical growth of existing sea ice at its base divided by grid-cell area."";",area: areacello,area: mean where sea time: mean,Rate of change of sea-ice mass due to vertical growth of existing sea ice at its base divided by grid-cell area. Note that this number is always positive or zero since sea-ice melt is collected in sidmassmeltbot. This is to account for differential growth and melt in models with a sub-grid scale ice thickness distribution.,longitude latitude time,mon,Sea-Ice Mass Change Through Basal Growth,seaIce,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,congel * ICE_DENSITY / (100. * SECONDS_IN_DAY),,congel * ICE_DENSITY / (100. * SECONDS_IN_DAY),,kg m-2 s-1
Variable seaIce.evspsbl.tavg-u-hxy-si.mon.GLB (SImon.sidmassevapsubl),1711,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1711,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,evspsbl_tavg-u-hxy-si,water_evapotranspiration_flux,"""comment"" was ""The rate of change of sea-ice mass change through evaporation and sublimation divided by grid-cell area"";",area: areacello,area: mean where sea time: mean,"Rate of change of sea-ice mass change through evaporation and sublimation divided by grid-cell area. If a model does not differentiate between the sublimation of snow and sea ice, we recommend to report sidmassevapsubl as zero as long as the ice is snow covered, and to report any sublimation within the variable sisndmasssubl.",longitude latitude time,mon,Sea-Ice Mass Change Through Evaporation and Sublimation,seaIce,up,,GLB,kg m-2 s-1,CMIP6 CMOR variable,-1 * evap_ai * FRESHWATER_DENSITY / (100. * SECONDS_IN_DAY),,-1 * evap_ai * FRESHWATER_DENSITY / (100. * SECONDS_IN_DAY),,kg m-2 s-1
Variable seaIce.sidmassdyn.tavg-u-hxy-sea.mon.GLB (SImon.sidmassdyn),1710,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1710,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sidmassdyn_tavg-u-hxy-sea,tendency_of_sea_ice_amount_due_to_sea_ice_dynamics,"""comment"" was ""Total change in sea-ice mass through dynamics-related processes (advection,...) divided by grid-cell area"";",area: areacello,area: mean where sea time: mean,"Total rate of change in sea-ice mass through dynamics-related processes (advection, divergence, etc.) divided by grid-cell area.",longitude latitude time,mon,Sea-Ice Mass Change from Dynamics,seaIce,,,GLB,kg m-2 s-1,CMIP6 CMOR variable,dvidtd * ICE_DENSITY / (100. * SECONDS_IN_DAY),,dvidtd * ICE_DENSITY / (100. * SECONDS_IN_DAY),,kg m-2 s-1
Variable seaIce.sidivvel.tpt-u-hxy-si.mon.GLB (SImon.sidivvel),1709,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1709,mon seaIce CMIP6,sidivvel_tpt-u-hxy-si,divergence_of_sea_ice_velocity,"""comment"" was ""Divergence of sea-ice velocity field (first shear strain invariant)""; ; ""frequency"" was ""monPt""; ; ""cell_methods"" was ""area: mean where sea_ice (comment: mask=siconc) time: point"";",area: areacello,area: mean where sea_ice (mask=siconc) time: point,"Divergence of sea-ice velocity field (first shear strain invariant). Requested as instantaneous value at the center of the month (i.e., first timestep of the 15th day of the month).",longitude latitude time1,mon,Divergence of the Sea-Ice Velocity Field,seaIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where sea_ice (comment: mask=siconc) time: point CMIP7:area: mean where sea_ice (mask=siconc) time: point,",GLB,s-1,CMIP6 CMOR variable,,,,,
Variable seaIce.sidconcth.tavg-u-hxy-sea.mon.GLB (SImon.sidconcth),1708,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1708,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sidconcth_tavg-u-hxy-sea,tendency_of_sea_ice_area_fraction_due_to_thermodynamics,"""comment"" was ""Total change in sea-ice area fraction through thermodynamic processes"";",area: areacello,area: mean where sea time: mean,Total rate of change in sea-ice area fraction through thermodynamic processes.,longitude latitude time,mon,Sea-Ice Area Fraction Tendency Due to Thermodynamics,seaIce,,,GLB,s-1,CMIP6 CMOR variable,sidconcth,,sidconcth,,s-1
Variable seaIce.sidconcdyn.tavg-u-hxy-sea.mon.GLB (SImon.sidconcdyn),1707,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1707,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sidconcdyn_tavg-u-hxy-sea,tendency_of_sea_ice_area_fraction_due_to_dynamics,"""comment"" was ""Total change in sea-ice area fraction through dynamics-related processes (advection, divergence...)"";",area: areacello,area: mean where sea time: mean,"Total rate of change in sea-ice area fraction through dynamics-related processes (advection, divergence, etc.).",longitude latitude time,mon,Sea-Ice Area Fraction Tendency Due to Dynamics,seaIce,,,GLB,s-1,CMIP6 CMOR variable,sidconcdyn,,sidconcdyn,,s-1
Variable seaIce.siconca.tavg-u-hxy-u.mon.GLB (SImon.siconca),1706,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1706,mon seaIce CMIP6 UKESM1 HadGEM3-GC31 approved,siconca_tavg-u-hxy-u,sea_ice_area_fraction,"""comment"" was ""Percentage of grid cell covered by sea ice"";",area: areacella,area: time: mean,"Areal fraction of a given grid cell that is covered by sea ice on the atmosphere grid, independent of the thickness of that ice.",longitude latitude time,mon,Sea-Ice Area Fraction (Atmospheric Grid),seaIce,,"CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:% CMIP7:1, CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time typesi CMIP7:longitude latitude time,",GLB,1,CMIP6 CMOR variable,m01s00i031[lbproc=128],m01s00i031[lbproc=128],m01s00i031[lbproc=128],m01s00i031[lbproc=128],1
Variable seaIce.siconc.tavg-u-hxy-u.mon.GLB (SImon.siconc),1705,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1705,mon seaIce CMIP6 UKESM1 HadGEM3-GC31 BCV,siconc_tavg-u-hxy-u,sea_ice_area_fraction,"""comment"" was ""Percentage of grid cell covered by sea ice""; ; ""cell_methods"" was ""area: mean where sea time: mean"";",area: areacello,area: time: mean,"Areal fraction of a given grid cell that is covered by sea ice on the ocean grid, independent of the thickness of that ice.",longitude latitude time,mon,Sea-Ice Area Fraction (Ocean Grid),seaIce,,"CHANGE SINCE CMIP6 in Units (from Physical Parameter) - CMIP6:% CMIP7:1, CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where sea time: mean CMIP7:area: time: mean, CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time typesi CMIP7:longitude latitude time,",GLB,1,CMIP6 CMOR variable,aice,,aice,aice,1
Variable seaIce.sicompstren.tavg-u-hxy-si.mon.GLB (SImon.sicompstren),1704,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1704,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,sicompstren_tavg-u-hxy-si,compressive_strength_of_sea_ice,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""comment"" was ""Computed strength of the ice pack, defined as the energy (J m-2) dissipated per unit area removed from the ice pack under compression, and assumed proportional to the change in potential energy caused by ridging. For Hibler-type models, this is P (= P*h exp(-C(1-A)) where P* is compressive strength, h ice thickness, A compactness and C strength reduction constant)."";",area: areacello,area: time: mean where sea_ice (mask=siconc),"Computed strength of the ice pack, defined as the energy (J m-2) dissipated per unit area removed from the ice pack under compression, and assumed proportional to the change in potential energy caused by ridging. For Hibler-type models, this is P = P\* h exp(-C(1-A)) where P\* is compressive strength, h is ice thickness, A is compactness and C is strength reduction constant.",longitude latitude time,mon,Compressive Sea Ice Strength,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",GLB,N m-1,CMIP6 CMOR variable,sicompstren,,sicompstren,,N m-1
Variable seaIce.siarea.tavg-u-hm-u.mon.SH (SImon.siareas),1702,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1702,mon seaIce CMIP6,siarea_tavg-u-hm-u,sea_ice_area,"""comment"" was ""total area of sea ice in the Southern hemisphere""; ; ""cell_methods"" was ""area: time: mean"";",,area: sum time: mean,Total integrated area of sea ice in the Southern Hemisphere (where siconc > 0). Does not include grid cells partially covered by land.,time,mon,Sea-Ice Area South,seaIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean CMIP7:area: sum time: mean,",SH,1e6 km2,CMIP6 CMOR variable,,,,,
Variable seaIce.siarea.tavg-u-hm-u.mon.NH (SImon.siarean),1701,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1701,mon seaIce CMIP6,siarea_tavg-u-hm-u,sea_ice_area,"""comment"" was ""total area of sea ice in the Northern hemisphere""; ; ""cell_methods"" was ""area: time: mean"";",,area: sum time: mean,Total integrated area of sea ice in the Northern Hemisphere (where siconc > 0). Does not include grid cells partially covered by land.,time,mon,Sea-Ice Area North,seaIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean CMIP7:area: sum time: mean,",NH,1e6 km2,CMIP6 CMOR variable,,,,,
Variable seaIce.siareaacrossline.tavg-u-ht-u.mon.GLB (SImon.siareaacrossline),1700,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1700,mon seaIce CMIP6,siareaacrossline_tavg-u-ht-u,sea_ice_area_transport_across_line,"""comment"" was ""net (sum of transport in all directions) sea ice area transport through the following four passages, positive into the Arctic Ocean 1. Fram Strait = (11.5W,81.3N to (10.5E,79.6N) 2. Canadian Archipelago = (128.2W,70.6N) to (59.3W,82.1N) 3. Barents opening = (16.8E,76.5N) to (19.2E,70.2N) 4. Bering Strait = (171W,66.2N) to (166W,65N)"";",,time: mean,"Net (sum of transport in all directions) sea ice area transport through the following four passages, positive into the Arctic Ocean. Note that the definitions of the passages are for SIMIP purposes just meant as default values as given by the physical ocean MIP described in Griffies et al. (2016). Individual models might chose slightly different definitions as given by their grid geometry. 1. Fram Strait: (11.5W,81.3N) to (10.5E,79.6N). 2. Canadian Arctic Archipelago: (128.2W,70.6N) to (59.3W,82.1N). 3. Barents Sea Opening: (16.8E,76.5N) to (19.2E,70.2N). 4. Bering Strait: (171W,66.2N) to (166W,65N).",siline time,mon,Sea-Ice Area Flux Through Straits,seaIce,,,GLB,m2 s-1,CMIP6 CMOR variable,,,,,
Variable seaIce.siage.tavg-u-hxy-si.mon.GLB (SImon.siage),1698,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1698,mon seaIce CMIP6 UKESM1 HadGEM3-GC31,siage_tavg-u-hxy-si,age_of_sea_ice,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""comment"" was ""Age of sea ice"";",area: areacello,area: time: mean where sea_ice (mask=siconc),Age of sea ice since its formation in open water.,longitude latitude time,mon,Age of Sea Ice,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",GLB,s,CMIP6 CMOR variable,iage * SECONDS_IN_DAY * DAYS_IN_YEAR,,iage * SECONDS_IN_DAY * DAYS_IN_YEAR,,s
Variable seaIce.sivol.tavg-u-hm-u.day.SH (SIday.sivols),1697,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1697,day seaIce,sivol_tavg-u-hm-u,sea_ice_volume,Not present,,area: sum time: mean,Total integrated volume of sea ice in the Southern Hemisphere.,time,day,Sea-Ice Volume South,seaIce,,,SH,1e3 km3,New,,,,,
Variable seaIce.sivol.tavg-u-hm-u.day.NH (SIday.sivoln),1696,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1696,day seaIce,sivol_tavg-u-hm-u,sea_ice_volume,Not present,,area: sum time: mean,Total integrated volume of sea ice in the Northern Hemisphere.,time,day,Sea-Ice Volume North,seaIce,,,NH,1e3 km3,New,,,,,
Variable seaIce.siv.tavg-u-hxy-si.day.GLB (SIday.siv),1695,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1695,day seaIce CMIP6 UKESM1 HadGEM3-GC31,siv_tavg-u-hxy-si,sea_ice_y_velocity,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""cell_measures"" was ""--MODEL""; ; ""comment"" was ""The y-velocity of ice on native model grid"";",::MODEL,area: time: mean where sea_ice (mask=siconc),Y-component of sea-ice velocity on native model grid.,longitude latitude time,day,Y-Component of Sea-Ice Velocity,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",GLB,m s-1,CMIP6 CMOR variable,siv,,siv,,m s-1
Variable seaIce.siu.tavg-u-hxy-si.day.GLB (SIday.siu),1694,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1694,day seaIce CMIP6 UKESM1 HadGEM3-GC31,siu_tavg-u-hxy-si,sea_ice_x_velocity,"""comment"" was ""The x-velocity of ice on native model grid""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""cell_measures"" was ""--MODEL"";",::MODEL,area: time: mean where sea_ice (mask=siconc),X-component of sea-ice velocity on native model grid.,longitude latitude time,day,X-Component of Sea-Ice Velocity,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",GLB,m s-1,CMIP6 CMOR variable,siu,,siu,,m s-1
Variable seaIce.sitimefrac.tavg-u-hxy-sea.day.GLB (SIday.sitimefrac),1693,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1693,day seaIce CMIP6 UKESM1 HadGEM3-GC31,sitimefrac_tavg-u-hxy-sea,fraction_of_time_with_sea_ice_area_fraction_above_threshold,"""comment"" was ""Fraction of time steps of the averaging period during which sea ice is present (siconc >0 ) in a grid cell"";",area: areacello,area: mean where sea time: mean,Fraction of time steps of the averaging period during which sea ice is present (siconc > 0) in a grid cell.,longitude latitude time,day,Fraction of Time Steps with Sea Ice,seaIce,,,GLB,1,CMIP6 CMOR variable,ice_present,,ice_present,,1
Variable seaIce.sithick.tavg-u-hxy-si.day.GLB (SIday.sithick),1692,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1692,day seaIce CMIP6 UKESM1 HadGEM3-GC31,sithick_tavg-u-hxy-si,sea_ice_thickness,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""comment"" was ""Actual (floe) thickness of sea ice (NOT volume divided by grid area as was done in CMIP5)""; ; ""long_name"" was ""Sea Ice Thickness""; ; ""modeling_realm"" was ""seaIce ocean"";",area: areacello,area: time: mean where sea_ice (mask=siconc),"Actual (floe) thickness of sea ice averaged over the ice-covered part of a given grid cell, NOT volume divided by grid area.",longitude latitude time,day,Sea-Ice Thickness,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",GLB,m,CMIP6 CMOR variable,sithick,,sithick,,m
Variable seaIce.sitemptop.tavg-u-hxy-si.day.GLB (SIday.sitemptop),1691,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1691,day seaIce CMIP6 UKESM1 HadGEM3-GC31 approved,sitemptop_tavg-u-hxy-si,sea_ice_surface_temperature,"""comment"" was ""Report surface temperature of snow where snow covers the sea ice.""; ; ""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)"";",area: areacello,area: time: mean where sea_ice (mask=siconc),"Mean surface temperature of the sea-ice covered part of the grid cell. Wherever snow covers the ice, the surface temperature of the snow is used for the averaging, otherwise the surface temperature of the ice is used.",longitude latitude time,day,Surface Temperature of Sea Ice,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",GLB,K,CMIP6 CMOR variable,m01s03i535[lbproc=128] / m01s00i031[lbproc=128],m01s03i535[lbproc=128] / m01s00i031[lbproc=128],m01s03i535[lbproc=128] / m01s00i031[lbproc=128],m01s03i535[lbproc=128] / m01s00i031[lbproc=128],K
Variable seaIce.sitempsnic.tavg-u-hxy-si.day.GLB (SIday.sitempsnic),1690,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1690,day seaIce,sitempsnic_tavg-u-hxy-si,sea_ice_surface_temperature,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),Mean temperature at the snow-ice interface. This is the surface temperature of ice where snow thickness is zero.,longitude latitude time,day,Temperature at Snow-Ice Interface,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",GLB,K,New,,,,,
Variable seaIce.sitempbot.tavg-u-hxy-si.day.GLB (SIday.sitempbot),1689,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1689,day seaIce,sitempbot_tavg-u-hxy-si,sea_ice_basal_temperature,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),"Mean temperature at the base of the sea ice, NOT the temperature within lowermost sea-ice model layer.",longitude latitude time,day,Temperature at Ice-Ocean Interface,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",GLB,K,New,,,,,
Variable seaIce.sispeed.tavg-u-hxy-si.day.GLB (SIday.sispeed),1688,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1688,day seaIce CMIP6 UKESM1 HadGEM3-GC31,sispeed_tavg-u-hxy-si,sea_ice_speed,"""cell_methods"" was ""area: time: mean where sea_ice (comment: mask=siconc)""; ; ""comment"" was ""Speed of ice (i.e. mean absolute velocity) to account for back-and-forth movement of the ice"";",area: areacello,area: time: mean where sea_ice (mask=siconc),Speed of ice (i.e. mean absolute velocity) to account for back-and-forth movement of the ice.,longitude latitude time,day,Sea-Ice Speed,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where sea_ice (comment: mask=siconc) CMIP7:area: time: mean where sea_ice (mask=siconc),",GLB,m s-1,CMIP6 CMOR variable,sispeed,,sispeed,sispeed,m s-1
Variable seaIce.snd.tavg-u-hxy-sn.day.GLB (SIday.sisnthick),1687,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1687,day seaIce CMIP6 UKESM1 HadGEM3-GC31,snd_tavg-u-hxy-sn,surface_snow_thickness,"""comment"" was ""Actual thickness of snow (snow volume divided by snow-covered area)"";",area: areacello,area: time: mean where snow (for snow on sea ice only),Actual thickness of snow averaged over the snow-covered part of the sea ice. This thickness is usually directly available within the model formulation. It can also be derived by dividing the total volume of snow by the area of the snow.,longitude latitude time,day,Snow Thickness,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail. CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where snow over sea_ice area: time: mean where sea_ice CMIP7:area: time: mean where snow (for snow on sea ice only),",GLB,m,CMIP6 CMOR variable,sisnthick,,sisnthick,sisnthick,m
Variable seaIce.sisnmass.tavg-u-hm-u.day.SH (SIday.sisnmasss),1686,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1686,day seaIce,sisnmass_tavg-u-hm-u,surface_snow_mass,Not present,,area: sum time: mean,Total integrated mass of snow on sea ice in the Southern Hemisphere.,time,day,Snow Mass on Sea Ice South,seaIce,,,SH,kg,New,,,,,
Variable seaIce.sisnmass.tavg-u-hm-u.day.NH (SIday.sisnmassn),1685,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1685,day seaIce,sisnmass_tavg-u-hm-u,surface_snow_mass,Not present,,area: sum time: mean,Total integrated mass of snow on sea ice in the Northern Hemisphere.,time,day,Snow Mass on Sea Ice North,seaIce,,,NH,kg,New,,,,,
Variable seaIce.sisnhc.tavg-u-hxy-si.day.GLB (SIday.sisnhc),1684,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1684,day seaIce,sisnhc_tavg-u-hxy-si,thermal_energy_content_of_surface_snow,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),Heat content of all snow in grid cell divided by grid-cell area. This includes both the latent and sensible heat content contributions. Snow-water equivalent at 0 C is assumed to have a heat content of 0 J. Does not include the heat content of sea ice.,longitude latitude time,day,Snow Heat Content,seaIce,,,GLB,J m-2,New,,,,sisnhc,
Variable seaIce.sisaltmass.tavg-u-hxy-sea.day.GLB (SIday.sisaltmass),1683,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1683,day seaIce,sisaltmass_tavg-u-hxy-sea,sea_ice_mass_content_of_salt,Not present,area: areacello,area: mean where sea time: mean,"Total mass of all salt in sea ice divided by grid-cell area. Sometimes, models implicitly or explicitly assume a different salinity of the ice for thermodynamic considerations than they do for closing the salt budget with the ocean. In these cases, the total mass of all salt in sea ice should be calculated from the salinity value used in the calculation of the salt budget.",longitude latitude time,day,Mass of Salt in Sea Ice,seaIce,,Total mass of all salt in sea ice divided by grid-cell area,GLB,kg m-2,New,,,,sisaltmass,
Variable seaIce.sisali.tavg-u-hxy-si.day.GLB (SIday.sisali),1682,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1682,day seaIce,sisali_tavg-u-hxy-si,sea_ice_salinity,Not present,area: areacello,area: time: mean where sea_ice (mask=siconc),"Mean sea-ice salinity of all sea ice in grid cell. Sometimes, models implicitly or explicitly assume a different salinity of the ice for thermodynamic considerations than they do for closing the salt budget with the ocean. In these cases, the mean salinity used in the calculation of the salt budget should be reported.",longitude latitude time,day,Sea-Ice Salinity,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",GLB,1E-03,New,,,,,
Variable seaIce.sithick.tavg-u-hxy-sir.day.GLB (SIday.sirdgthick),1681,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1681,day seaIce,sithick_tavg-u-hxy-sir,sea_ice_thickness,Not present,area: areacello,area: time: mean where sea_ice_ridges (mask=sirdgconc),"Total volume of ridged sea ice divided by area of ridges, i.e. mean thickness of ridged sea ice.",longitude latitude time,day,Ridged Ice Thickness,seaIce,,"Note that SIMIP requests the area-weighted average for all intensive variables (i.e., variables that are not proportional to area fraction such as albedo, temperature, or heat flux). Hence, all time samples with non-zero sea-ice fraction are first multiplied by area fraction, then summed, and then divided by the sum of the area fractions. See Appendix C of Notz et al. (2016) for more detail.",GLB,m,New,,,,vrdg / ardg,
